id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
12946,p,7.86,p,y,n,f,,,k,15.89,18.52,,,w,,,f,f,,d,a
12947,e,53.87,o,y,y,f,p,,y,7.87,36.54,,k,n,,,f,f,,d,s
12948,p,7.8,x,,n,f,p,,p,8.89,23.49,c,,n,,p,f,f,w,d,a
12949,p,4.63,x,t,y,f,a,c,y,6.05,7.38,,g,o,,,f,f,,g,a
12950,e,4.95,x,,l,f,a,,r,6.47,8.52,,,l,,,f,f,,d,u
12951,e,4.2,f,y,g,f,s,,y,4.28,6.86,,,w,,,f,f,,d,a
12952,e,13.05,x,t,n,t,p,,y,10.84,23.2,,,n,,,f,f,,d,a
12953,e,9.71,s,t,w,t,d,c,o,5.09,16.84,,,w,,,f,f,,d,u
12954,e,1.23,b,g,g,f,,,g,3.41,1.6,,,w,,,f,f,,d,u
12955,e,5.53,x,h,y,t,x,c,y,6.93,13.86,,,w,,,f,f,,d,a
12956,e,10.93,x,e,y,f,x,c,w,7.8,19.9,,,w,,,f,f,,d,a
12957,p,7.28,s,t,n,f,x,c,y,6.41,17.4,,,y,,,f,f,,d,a
12958,e,3.01,f,d,u,t,d,c,p,3.9,5.06,,,n,,,f,f,,d,a
12959,e,7.1,s,l,w,f,d,,w,3.26,8.88,,,w,,,f,f,,d,u
12960,e,4.98,x,s,n,f,p,,n,5.54,11.17,,,e,,,f,f,,d,a
12961,p,3.1,b,y,n,f,,c,w,5.82,4.58,,s,w,,,f,f,,d,a
12962,p,9.23,f,h,r,f,,c,w,11.29,15.26,,,w,u,w,t,p,,d,a
12963,p,8.22,x,h,e,f,x,d,w,4.63,17.02,b,,w,,,f,f,,d,a
12964,e,2.32,x,,u,f,,d,w,5.99,4.49,,,w,,,f,f,,d,a
12965,p,10.85,x,t,n,f,a,d,w,11.91,31.4,,,w,,,f,f,,d,u
12966,p,2.08,f,s,o,f,a,,o,2.79,5.74,,,y,,,f,f,,h,a
12967,p,4.71,s,k,y,f,p,,n,3.84,5.94,,k,n,,,t,f,,d,u
12968,p,6.57,x,t,e,f,x,d,w,4.93,16.33,b,,w,,,f,f,,d,a
12969,p,0.63,x,g,y,f,,,y,3.47,0.72,,,y,,,f,f,,d,u
12970,p,9.51,p,,n,f,p,,w,9.65,33.62,c,,n,,,f,f,p,d,a
12971,e,8.19,x,s,n,f,e,c,w,5.16,10.02,,i,w,,,f,f,p,d,w
12972,e,6.87,x,,n,t,p,,g,10.25,24.94,,y,w,,,f,f,,d,u
12973,e,4.14,b,g,g,f,a,d,g,4.75,3.48,,s,g,,,f,f,,d,w
12974,p,0.75,x,,o,f,d,,o,4.34,0.98,,,y,,,f,f,w,g,u
12975,e,3.8,f,d,p,t,d,c,p,4.81,6.69,,,g,,,f,f,,d,u
12976,e,8.35,x,d,w,f,s,c,w,6.55,33.03,,,w,,,f,f,,m,s
12977,p,3.48,x,t,n,f,s,c,p,5.29,7.34,,,w,,n,t,z,,d,a
12978,e,6.01,x,y,n,f,e,c,w,5.93,8.32,,y,n,,,f,f,,d,a
12979,p,10.21,x,e,y,t,p,,o,7.97,25.83,,,w,,,f,f,,d,u
12980,e,7.38,x,i,n,f,e,c,p,3.76,10.23,,,w,,,t,l,,w,u
12981,p,9.05,x,,n,f,x,c,w,9.34,9.86,r,i,w,,,f,f,,h,u
12982,e,6.78,x,,n,t,p,,g,11.64,26.42,,y,w,,,f,f,,d,a
12983,p,3.08,b,y,n,f,,c,u,6.07,4.48,s,s,w,,,f,f,,d,a
12984,e,9.55,x,s,n,f,d,d,w,7.77,13.81,,i,n,,,t,,w,d,w
12985,p,5.45,x,,p,f,,c,r,3.91,13.27,,,y,,,f,f,,d,a
12986,p,6.41,x,i,y,f,a,c,k,7.32,7.18,,i,n,,k,t,z,k,d,u
12987,p,4.03,b,t,n,f,,,k,10.24,6.44,,,w,,,t,,k,g,a
12988,p,10.19,x,t,n,f,a,d,w,11.47,34.36,,,w,,,f,f,,d,u
12989,e,14.53,x,y,n,t,e,,w,8.49,16.13,,,w,,,t,,,g,a
12990,p,8.12,f,y,u,f,s,c,y,7.77,18.36,,y,y,,,f,f,,d,u
12991,p,1.37,x,g,n,f,d,d,n,1.98,2.53,,s,n,,,f,f,,h,a
12992,p,4.99,x,h,o,f,a,c,n,4.43,6.24,,y,n,,,t,z,,d,w
12993,e,8.6,f,,g,f,s,c,p,7.72,22.78,b,,u,,,f,f,,g,w
12994,e,4.47,c,,g,f,f,f,f,5.1,18.45,,,n,,,f,f,,l,s
12995,p,7.98,x,y,o,f,a,,o,11.68,23.07,r,,o,,,t,r,n,d,a
12996,e,10.48,f,d,n,f,s,c,w,8.65,22.69,,y,w,,,f,f,,d,a
12997,e,3.88,f,g,g,f,a,d,g,4.95,3.49,,s,g,,,f,f,,d,a
12998,e,3.6,f,t,n,f,d,,o,5.71,7.15,,t,w,,,f,f,,d,a
12999,e,4.64,s,,n,f,f,f,f,5.2,19.78,,,n,,,f,f,,d,a
13000,p,9.92,x,t,n,f,a,d,w,8.36,26.64,,,w,,,f,f,,d,u
13001,p,3.55,b,y,n,f,,c,g,5.77,4.54,s,s,w,,,f,f,,d,a
13002,e,10.01,f,,l,f,s,c,u,7.11,21.49,,,u,,,f,f,,l,w
13003,p,4.63,x,t,y,f,a,c,y,6.01,8.0,,g,o,,,f,f,,g,a
13004,p,4.37,x,t,n,f,a,c,n,4.88,7.26,,y,o,,,t,z,,d,w
13005,p,3.42,f,y,n,f,e,c,w,4.86,3.48,,k,w,,,t,e,,m,u
13006,p,1.84,x,i,k,f,a,,w,4.32,2.41,,,w,,,f,f,p,g,u
13007,p,5.12,f,l,e,f,x,d,n,6.33,5.25,,,n,,,f,f,,l,u
13008,p,13.74,x,e,y,t,p,,o,8.25,23.36,,,e,,,f,f,,d,a
13009,p,2.72,f,w,n,t,d,c,y,3.75,5.35,,,n,,,f,f,,d,u
13010,e,10.64,f,s,n,t,e,,g,8.85,17.39,s,,w,,,t,r,,m,u
13011,e,13.21,f,,w,f,d,c,y,2.31,14.74,,,w,,,f,f,,d,a
13012,p,1.17,b,g,o,f,,c,n,6.22,3.08,,,n,,,f,f,,m,u
13013,e,4.74,x,t,o,f,p,,n,5.92,12.91,,,n,,,f,f,,d,u
13014,p,3.76,b,t,n,f,x,c,p,5.98,4.07,,i,n,,,f,f,,g,u
13015,p,6.83,s,h,g,t,d,,w,4.74,13.61,,t,g,,,f,f,,d,u
13016,p,6.29,x,t,n,f,s,,n,5.39,6.7,,y,n,,,f,f,,d,w
13017,p,2.11,x,i,l,f,a,,w,3.7,2.73,,,w,,,f,f,p,g,a
13018,p,1.53,x,g,y,f,a,d,n,5.82,2.16,,s,n,,,f,f,,h,u
13019,e,6.46,f,s,n,f,s,c,w,5.95,10.51,b,i,w,,,f,f,,m,u
13020,e,3.21,x,k,n,f,p,,n,4.47,9.46,,,y,,,f,f,,d,a
13021,e,6.32,s,,n,f,d,c,w,3.85,7.75,,s,w,,,f,f,,h,a
13022,p,2.78,f,w,o,t,d,c,n,3.46,5.62,,,n,,,f,f,,d,a
13023,p,0.83,x,g,o,f,,,y,3.61,0.84,,,y,,,f,f,,d,a
13024,p,3.55,b,t,n,f,a,c,p,4.89,4.04,,i,g,,,f,f,,m,a
13025,p,3.58,b,w,p,f,a,,y,4.99,6.32,,t,y,,,f,f,,m,a
13026,e,12.0,f,s,y,f,d,c,y,2.6,16.08,,,w,,,f,f,,d,a
13027,p,3.16,x,s,y,f,,c,k,7.22,6.67,,,y,u,w,t,z,k,d,a
13028,e,12.45,f,,l,f,s,c,u,7.91,20.1,,,b,,,f,f,,l,a
13029,e,5.95,f,s,n,f,s,c,w,5.91,9.24,b,i,n,,,f,f,,m,u
13030,p,5.74,p,y,n,f,,,w,7.08,12.29,,s,n,,,t,z,,d,a
13031,p,7.33,x,e,e,f,a,,n,7.85,10.51,,,e,,w,t,z,,d,a
13032,p,13.08,s,t,r,t,d,c,n,5.21,13.83,,,n,,,f,f,,h,a
13033,p,3.98,b,s,y,f,,c,r,9.0,7.89,,,y,u,w,t,z,k,d,a
13034,e,6.12,o,,n,f,f,f,f,5.73,20.18,,,n,,,f,f,,d,s
13035,p,1.84,b,g,n,f,,c,n,5.71,3.27,,,n,,,f,f,,m,s
13036,p,2.89,f,t,y,f,a,,y,3.59,6.14,,t,y,,,f,f,,g,a
13037,p,3.64,f,,u,f,a,,w,4.42,7.01,,,y,,,f,f,,d,a
13038,p,8.69,s,,o,t,d,,o,4.66,12.08,,,w,,,t,f,,d,u
13039,p,1.1,x,g,w,f,a,d,w,2.37,1.45,,,n,,,f,f,,d,u
13040,e,8.0,s,l,n,f,f,f,f,5.43,27.44,,,n,,,f,f,g,l,u
13041,p,4.24,x,s,y,f,,c,r,8.96,8.41,,,y,u,w,t,z,k,d,u
13042,p,3.85,x,i,e,f,,,e,3.91,4.98,,,e,,,f,f,n,d,a
13043,p,3.88,f,t,n,f,x,c,p,5.76,4.49,,i,g,,,f,f,,d,a
13044,e,6.19,x,t,y,t,x,c,y,7.06,13.73,,,w,,,f,f,,d,a
13045,p,6.69,x,s,n,f,s,,n,4.67,7.52,,y,n,,,f,f,,d,u
13046,e,3.78,s,,n,f,f,f,f,6.11,6.96,,,y,,,f,f,,d,a
13047,p,2.76,f,y,n,f,e,c,n,4.61,3.44,,k,n,,,t,e,,d,u
13048,p,3.58,f,s,w,f,d,c,w,3.28,6.21,,,w,,,f,f,,g,u
13049,p,1.62,b,h,n,f,a,,n,4.39,1.47,,t,n,,,f,f,,h,a
13050,e,1.28,b,g,w,f,,,g,3.65,1.71,,,w,,,f,f,,d,u
13051,e,1.95,x,,u,f,,d,u,6.44,4.74,,,n,,,f,f,,d,w
13052,p,7.59,b,t,w,f,e,c,w,13.17,13.19,,y,w,u,w,t,l,,d,a
13053,p,4.04,x,h,o,f,a,c,n,4.6,6.23,,y,o,,,t,z,,d,a
13054,p,3.84,x,k,w,f,s,,p,4.15,2.97,,,n,,,f,f,p,g,u
13055,p,6.59,s,,r,t,d,,o,4.52,11.67,,,w,,,t,f,,d,a
13056,p,5.81,c,e,y,t,x,c,r,7.59,12.07,,,w,,,f,f,,g,u
13057,e,10.01,x,t,n,t,p,,y,6.94,21.65,,,n,,,f,f,,d,a
13058,e,11.12,s,,w,t,d,c,p,6.55,27.25,,,w,,,f,f,,d,u
13059,e,8.43,f,y,e,f,,,w,7.16,23.79,b,,n,,w,t,e,,d,a
13060,p,8.37,x,t,n,f,s,,g,5.16,6.45,,y,n,,,f,f,,d,a
13061,p,3.16,f,s,g,f,d,c,w,2.74,6.58,,,w,,,f,f,,g,a
13062,p,2.43,c,,u,f,a,c,w,3.36,3.35,,i,u,,,f,f,,p,u
13063,p,5.86,x,k,n,f,d,c,n,5.63,6.45,,i,y,,,t,,,d,a
13064,p,5.22,s,d,n,t,d,c,w,6.5,9.02,,,n,,,f,f,,d,a
13065,e,3.32,f,h,o,f,a,c,o,5.0,5.82,,,o,,,f,f,,g,a
13066,e,4.23,x,,n,f,x,c,w,7.81,8.71,b,,n,,w,t,,,d,s
13067,p,12.02,f,,n,f,e,,w,10.62,14.94,,,w,u,w,t,e,,d,a
13068,p,1.27,b,h,n,f,a,,n,3.73,1.4,,t,n,,,f,f,,g,s
13069,p,4.98,x,s,e,f,e,,y,7.07,7.92,,,o,,,f,f,,m,u
13070,p,2.76,f,s,w,f,a,c,w,2.99,6.32,,,w,,,f,f,,g,a
13071,p,9.62,o,,e,f,f,f,f,3.75,26.65,,g,n,,,f,f,,d,u
13072,e,50.53,o,y,y,f,p,,y,7.3,39.03,,k,k,,,f,f,,d,s
13073,e,6.96,x,y,n,f,e,c,p,5.35,10.32,,y,n,,,f,f,,d,a
13074,e,11.09,f,e,b,f,,c,b,5.07,22.08,,,w,,,t,f,,d,a
13075,e,9.0,x,s,n,f,e,c,w,7.18,10.06,,i,w,,,f,f,p,d,u
13076,e,5.68,x,d,o,f,d,d,o,6.12,13.14,,,w,,,f,f,,d,u
13077,p,9.78,o,,n,f,f,f,f,3.42,25.79,,g,n,,,f,f,,d,u
13078,p,10.66,x,e,o,f,a,,o,11.11,25.75,r,,y,,,t,r,n,d,w
13079,e,6.93,x,l,w,f,d,,w,3.45,8.73,,,w,,,f,f,,g,u
13080,p,3.97,x,t,o,f,a,c,n,5.62,5.68,,y,o,,,t,z,,d,a
13081,e,4.69,x,,w,f,x,c,w,8.24,9.34,b,,w,,w,t,,,d,s
13082,p,4.89,c,i,y,f,,c,r,6.12,7.38,,,w,,,f,f,,d,a
13083,e,5.96,x,h,n,f,x,c,w,6.31,6.39,,y,w,,,t,r,,d,u
13084,e,4.01,x,d,o,f,a,c,e,5.14,6.54,,,o,,,f,f,,g,a
13085,p,7.41,x,i,n,f,a,c,n,7.58,8.23,,i,n,,k,t,z,k,d,u
13086,p,4.83,x,,w,f,,c,w,2.68,11.47,,,y,,,f,f,,d,u
13087,p,4.43,c,i,y,f,,c,n,6.9,7.7,,,w,,,f,f,,d,a
13088,e,3.61,b,g,n,f,x,d,w,3.66,3.31,,,y,,,f,f,,g,a
13089,p,3.74,x,y,n,f,a,,n,5.23,3.45,,y,n,,,t,r,,d,u
13090,e,4.97,o,l,n,f,f,f,f,5.41,19.43,,,n,,,f,f,,l,w
13091,e,12.27,f,y,n,f,,,w,7.12,24.26,b,,n,,w,t,e,,d,a
13092,e,6.06,s,s,n,f,x,c,w,6.15,9.48,,s,n,,,f,f,,l,w
13093,p,8.67,f,t,n,f,x,c,y,7.31,16.4,,,y,,,f,f,,d,a
13094,e,3.38,x,,y,f,a,c,y,3.41,9.07,,,w,,,f,f,,d,a
13095,p,5.66,x,s,w,t,s,d,r,3.95,13.32,r,y,w,,,f,f,,d,u
13096,e,3.82,x,t,n,f,p,,n,4.6,10.75,,,n,,,f,f,,d,a
13097,p,1.27,s,s,y,f,f,f,f,3.68,5.48,,,y,,,f,f,,d,a
13098,p,3.55,b,w,u,f,a,c,g,5.17,5.24,,s,u,,,f,f,,l,u
13099,p,2.81,x,t,o,f,a,c,n,4.98,6.26,,y,o,,,t,z,,d,w
13100,p,8.65,o,t,o,f,,c,y,1.53,14.99,,,y,,,f,f,,d,a
13101,e,3.44,f,h,n,f,,c,n,6.61,6.78,,s,w,,w,f,f,k,d,a
13102,e,1.56,x,w,n,f,,d,g,5.24,2.65,,,w,,,f,f,,g,a
13103,p,2.57,x,s,o,f,a,,y,2.98,5.65,,,y,,,f,f,,h,a
13104,p,7.9,x,w,p,f,s,c,p,4.47,10.27,,,p,,,f,f,,d,a
13105,e,5.22,x,y,y,f,,,w,7.27,23.14,b,,n,,w,t,e,,d,w
13106,p,4.98,s,d,o,f,d,c,y,3.19,5.88,,,o,,,f,f,,h,u
13107,p,6.21,s,d,n,t,d,c,w,5.96,8.68,,,n,,,f,f,,d,a
13108,e,6.28,x,h,n,f,x,c,n,5.44,6.4,,y,n,,,t,r,,d,s
13109,e,5.07,b,h,g,f,s,d,w,4.7,6.93,,s,g,,,f,f,,d,a
13110,e,10.38,s,t,p,t,d,c,o,6.62,18.36,,,w,,,f,f,,d,a
13111,e,6.1,f,h,k,f,s,d,g,4.77,10.35,,s,g,,,f,f,,d,a
13112,p,7.31,p,g,n,f,e,,w,7.75,17.71,,y,w,u,w,t,p,,d,a
13113,p,0.71,x,g,p,f,a,,p,4.29,1.08,,s,k,,,f,f,,d,a
13114,e,6.22,f,s,n,f,x,c,w,7.07,10.37,,s,n,,,f,f,,l,w
13115,e,5.14,x,h,n,f,x,c,n,5.43,5.52,,s,n,,,t,r,,d,u
13116,p,7.3,b,y,w,f,,,k,14.08,16.99,,,w,,,f,f,,d,a
13117,e,1.66,x,t,y,f,d,,w,5.48,1.98,,t,y,,,f,f,,h,a
13118,e,8.25,x,,y,f,a,c,w,6.72,18.54,,,w,,,f,f,,d,u
13119,p,4.69,f,k,n,f,p,,n,3.68,5.25,,k,n,,,t,f,,d,u
13120,e,4.66,f,,n,f,x,c,n,6.97,4.3,,,w,,,f,f,,d,a
13121,p,7.0,f,d,e,t,d,c,y,5.94,8.85,,,n,,,f,f,,d,u
13122,p,8.25,x,t,n,f,s,,g,6.41,8.35,,y,n,,,f,f,,d,a
13123,e,9.67,f,,b,f,d,c,w,2.61,15.43,,,w,,,f,f,,d,a
13124,e,6.27,f,y,n,f,e,c,p,5.55,13.5,,,w,,,t,l,,w,u
13125,p,5.84,b,t,w,f,e,c,w,11.66,12.5,,y,w,u,w,t,l,,d,a
13126,e,6.58,x,y,n,f,e,c,p,4.27,12.07,,,w,,,t,l,,w,u
13127,p,0.6,x,,o,f,d,,o,4.53,1.06,,,y,,,f,f,w,g,u
13128,e,3.26,x,s,w,f,d,d,w,3.1,5.51,,,w,,,f,f,,g,a
13129,p,2.24,f,i,k,f,a,,w,3.73,2.46,,,w,,,f,f,p,g,a
13130,p,2.71,f,y,o,f,d,,y,3.46,6.09,,,y,,,f,f,,m,a
13131,p,23.01,x,d,e,f,p,,y,5.29,43.21,,,n,,,f,f,,d,w
13132,e,6.21,s,,n,f,d,c,w,5.3,8.07,,s,w,,,f,f,,l,u
13133,p,4.96,o,k,r,f,,c,y,1.29,11.88,,,y,,,f,f,,d,w
13134,p,5.03,x,,p,f,,c,w,3.8,12.27,,,y,,,f,f,,d,u
13135,e,11.7,s,,w,t,d,c,p,5.12,23.7,,,w,,,f,f,,d,a
13136,e,2.85,x,k,n,f,p,,n,4.37,9.38,,,n,,,f,f,,d,u
13137,e,3.62,x,t,n,f,d,,o,5.8,6.94,,t,o,,,f,f,,d,a
13138,e,5.82,x,h,n,f,x,c,n,5.36,6.25,,y,n,,,t,r,,d,w
13139,p,3.36,x,i,e,f,,,e,4.27,6.04,,,e,,,f,f,n,d,a
13140,e,5.65,f,t,o,f,a,d,y,7.13,6.02,,s,n,,,f,f,,d,a
13141,p,7.65,x,h,e,f,x,d,w,6.67,18.28,b,,w,,,f,f,,d,u
13142,p,3.78,b,w,r,f,a,,y,5.36,6.82,,t,r,,,f,f,,d,u
13143,p,4.59,f,l,e,f,x,d,n,5.49,4.76,,,n,,,f,f,,l,u
13144,p,5.07,x,h,o,f,a,c,n,4.63,5.93,,y,n,,,t,z,,d,w
13145,e,5.34,c,h,n,f,e,,w,11.81,11.66,,s,n,u,w,f,f,,d,a
13146,e,7.58,f,,y,f,a,c,w,8.54,16.96,,,w,,,f,f,,d,u
13147,e,3.7,x,d,e,f,a,c,e,4.43,6.26,,,o,,,f,f,,g,w
13148,p,7.15,f,w,p,f,s,c,p,4.3,10.01,,,p,,,f,f,,d,a
13149,p,5.54,x,t,y,f,x,c,y,5.26,13.91,,,y,,,f,f,,d,a
13150,e,5.38,x,h,n,f,e,,w,11.86,11.56,,s,n,u,w,f,f,,d,a
13151,p,2.56,f,s,o,f,d,,y,2.89,5.3,,,y,,,f,f,,h,a
13152,e,16.95,s,k,w,t,d,d,n,6.46,27.08,,,w,,,f,f,,d,u
13153,p,14.84,f,h,e,f,e,,w,17.39,17.06,s,y,w,u,w,t,g,,d,u
13154,e,9.57,p,y,w,f,e,c,p,18.48,12.43,,s,w,,,t,e,,g,u
13155,e,10.13,x,t,n,t,p,,y,7.52,21.48,,,n,,,f,f,,d,a
13156,e,46.24,o,y,y,f,p,,y,6.2,25.84,,k,n,,,f,f,,d,u
13157,e,2.58,x,s,w,f,d,d,w,2.85,5.07,,,w,,,f,f,,m,w
13158,e,7.09,x,d,e,t,p,,y,7.08,13.75,,,e,,,f,f,,d,a
13159,e,3.73,x,,w,f,x,c,n,7.93,8.69,b,,n,,w,t,,,d,a
13160,p,16.07,f,t,n,t,d,c,n,6.01,14.81,,,n,,,f,f,,d,u
13161,p,2.22,f,s,o,f,d,,y,2.88,5.95,,,o,,,f,f,,h,a
13162,e,3.64,x,s,o,f,p,,n,5.35,10.77,,,n,,,f,f,,d,u
13163,p,2.99,x,s,o,f,d,,o,2.89,5.96,,,y,,,f,f,,h,a
13164,p,7.37,s,,o,t,d,,o,5.13,11.99,,,w,,,f,f,,d,u
13165,e,50.56,o,y,y,f,p,,y,7.28,49.04,,k,k,,,f,f,,d,a
13166,p,5.35,x,,e,f,,c,r,2.99,11.71,,,y,,,f,f,,d,u
13167,e,7.55,x,d,y,t,p,,y,8.07,16.45,,,y,,,f,f,,d,u
13168,e,14.19,s,e,n,f,a,c,w,8.22,26.47,s,,w,,,f,f,,d,a
13169,p,6.57,s,,r,t,d,,o,4.41,11.25,,,w,,,t,f,,d,u
13170,p,7.49,s,t,p,t,d,c,p,7.48,12.57,,,p,,,t,f,,d,u
13171,p,6.71,b,t,n,f,e,c,w,13.52,13.38,,y,w,u,w,t,l,,d,u
13172,p,3.17,b,y,n,f,,c,u,6.26,4.29,s,s,w,,,f,f,,d,u
13173,p,9.32,x,,n,f,x,c,w,10.32,14.46,r,i,w,,,f,f,,d,u
13174,p,3.27,s,d,w,f,a,d,w,3.76,2.44,,h,w,,,f,f,,g,a
13175,p,0.87,f,,o,f,d,,o,5.71,1.16,,,o,,,f,f,w,g,a
13176,e,5.98,s,,n,f,d,c,w,5.31,8.44,,s,w,,,f,f,,h,a
13177,p,5.73,x,e,e,f,a,,n,8.02,12.7,,,y,,w,t,z,,d,a
13178,e,12.38,x,s,n,f,a,d,w,11.24,17.29,,i,n,,,t,,w,d,u
13179,e,6.69,x,s,n,f,x,c,w,6.05,10.56,,s,n,,,f,f,,l,a
13180,p,2.68,x,g,w,f,a,d,p,3.13,2.57,,h,w,,,f,f,,d,a
13181,e,4.54,x,t,n,f,d,,w,5.92,6.53,,t,w,,,f,f,,d,a
13182,p,14.74,x,g,e,f,e,,w,16.27,17.26,s,y,w,u,w,t,p,,d,w
13183,p,8.16,x,,u,t,x,,n,8.18,18.63,s,,u,,u,f,f,,d,u
13184,p,2.35,x,g,e,f,a,,w,6.58,2.5,,,n,,,f,f,,d,u
13185,e,3.19,x,,w,f,d,,r,6.74,7.01,,,w,,,f,f,,d,a
13186,e,1.32,x,g,y,f,d,,w,6.08,2.01,,t,y,,,f,f,,g,u
13187,e,3.45,x,k,n,f,p,,e,4.84,10.4,,,y,,,f,f,,d,a
13188,p,4.02,x,t,o,f,a,c,n,4.39,5.34,,y,o,,,t,z,,d,w
13189,e,0.93,f,g,e,t,a,,w,5.39,0.96,,,n,,,f,f,,h,a
13190,e,3.49,s,,n,f,f,f,f,6.98,7.7,,,o,,,f,f,,d,a
13191,p,11.73,x,h,n,f,s,,p,6.67,17.17,,i,n,,,f,f,,d,a
13192,p,3.38,f,k,w,f,s,,p,3.73,2.75,,,n,,,f,f,p,g,a
13193,p,6.84,x,i,y,f,a,c,k,7.23,7.43,,i,n,,,t,z,k,d,u
13194,p,5.22,f,l,e,f,x,d,e,5.85,5.12,,,y,,,f,f,,d,u
13195,e,54.36,o,y,y,f,p,,y,5.97,30.68,,,k,,,f,f,,d,s
13196,e,51.49,o,y,y,f,p,,y,6.67,32.7,,k,k,,,f,f,,d,u
13197,p,2.81,x,s,w,f,d,c,w,3.02,8.58,,,w,,,f,f,,g,u
13198,e,7.74,x,d,n,t,p,,y,5.84,12.9,,,e,,,f,f,,d,u
13199,e,8.59,x,,g,t,p,,g,12.28,25.79,,,w,,,f,f,,d,u
13200,e,19.63,p,y,w,f,,,w,25.79,19.47,,,w,,,t,m,,d,a
13201,p,1.59,x,g,n,f,d,d,n,1.84,2.58,,s,n,,,f,f,,d,a
13202,e,7.54,s,,y,f,a,c,w,3.69,10.19,,,w,,,f,f,,d,a
13203,e,4.58,f,g,n,f,a,d,g,5.61,3.39,,s,n,,,f,f,,d,a
13204,p,5.1,x,,y,f,s,d,y,5.68,12.62,,i,y,,,f,f,,d,a
13205,e,5.91,s,,n,f,d,c,w,4.92,8.75,,s,n,,,f,f,,d,a
13206,p,2.84,o,,k,f,f,f,f,3.14,16.0,,g,g,,,f,f,,d,u
13207,e,3.62,p,t,n,f,a,c,g,5.85,2.57,,t,y,,,t,e,,m,s
13208,e,1.31,c,g,n,f,a,,g,4.96,1.47,,,g,,,f,f,,l,a
13209,e,2.64,x,,b,f,,d,u,5.55,4.07,,,w,,,f,f,,d,u
13210,e,12.32,x,s,y,f,x,,n,6.95,22.9,,,n,,,f,f,,d,w
13211,p,8.28,x,y,n,f,a,c,y,10.2,11.16,,y,y,,,t,,,d,u
13212,e,1.08,x,g,e,t,a,,p,5.87,1.03,,,n,,,f,f,,h,u
13213,e,3.77,x,l,n,f,d,,p,5.32,8.4,,,w,,,f,f,,d,u
13214,e,10.66,f,,b,f,d,c,w,2.6,16.73,,,w,,,f,f,,d,a
13215,p,2.64,b,y,n,f,,c,u,5.93,4.55,s,s,w,,,f,f,,d,a
13216,e,10.29,f,,b,f,d,c,w,2.7,17.08,,,w,,,f,f,,d,a
13217,e,7.31,x,,g,f,a,,w,7.2,13.96,,,w,,,f,f,,g,u
13218,e,2.86,s,y,n,f,d,d,p,7.09,3.87,,i,n,,,f,f,,h,a
13219,p,8.66,f,,w,f,x,c,w,9.04,10.73,r,i,w,,,f,f,,h,a
13220,e,3.14,s,,n,f,f,f,f,6.96,7.98,,,o,,,f,f,,d,a
13221,p,3.1,f,y,o,f,a,,y,2.95,5.71,,,y,,,f,f,,h,a
13222,p,6.23,f,k,y,f,p,,n,4.07,7.03,,k,n,,,t,f,,d,u
13223,e,5.55,f,s,n,f,s,c,w,6.19,9.92,,i,w,,,f,f,,d,a
13224,p,7.36,x,e,y,t,p,,o,7.96,17.27,,,u,,,f,f,,d,a
13225,e,7.11,f,s,y,f,d,d,w,7.48,13.18,,i,n,,,t,,w,d,a
13226,e,1.66,c,g,y,f,a,,w,5.56,1.59,,,g,,,f,f,,l,a
13227,e,16.0,x,e,n,f,a,c,w,8.39,27.8,s,,w,,,f,f,,l,w
13228,p,5.29,s,k,n,f,p,,n,3.52,5.13,,k,n,,,t,f,,d,a
13229,p,2.28,x,g,e,f,a,,p,6.47,2.44,,,n,,,f,f,,d,u
13230,e,8.42,s,t,p,t,d,c,o,5.68,16.34,,,w,,,f,f,,d,u
13231,e,13.95,x,y,n,t,e,,w,8.82,17.06,,,w,,,t,,,g,u
13232,e,9.2,x,h,n,t,p,,y,7.29,21.42,,,n,,,f,f,,d,u
13233,e,7.71,x,,p,f,x,c,w,6.55,15.65,,s,w,,,f,f,,d,a
13234,p,8.09,x,,n,f,x,c,w,10.43,12.62,r,i,w,,,f,f,,h,u
13235,p,1.08,b,t,n,f,,c,k,3.9,2.8,,,n,,,t,f,,m,u
13236,e,4.56,f,y,w,f,e,c,p,4.3,11.91,,,w,,w,t,e,,m,u
13237,e,7.64,p,,g,f,a,,w,7.83,14.57,,,g,,,f,f,,g,u
13238,e,3.77,p,y,w,f,e,c,n,3.54,10.98,,,w,,w,t,e,,d,u
13239,p,5.86,s,d,n,t,d,c,w,5.99,7.87,,,n,,,f,f,,d,u
13240,e,7.38,f,s,n,f,s,c,w,5.74,9.5,b,i,w,,,f,f,,d,a
13241,p,6.09,s,d,y,f,d,c,y,4.08,6.62,,,y,,,f,f,,h,u
13242,p,2.13,f,g,n,f,a,,p,4.52,2.78,,,n,,,f,f,,d,a
13243,e,3.93,s,t,n,f,d,c,y,5.68,7.33,,,w,,,f,f,,d,w
13244,p,4.18,f,t,n,f,x,c,p,6.24,4.95,,i,g,,,f,f,,m,u
13245,e,6.12,x,h,n,f,x,c,w,5.92,6.5,,s,n,,,t,r,,d,u
13246,p,10.15,x,i,n,f,a,,n,11.48,15.93,s,,n,,n,f,f,,d,a
13247,p,7.02,x,s,e,f,d,c,w,7.08,9.11,,,n,,,f,f,,d,a
